,Year,Datetime,Home Team Name,Away Team Name,Home Team Continent,Away Team Continent,Home_GDP,Home_POP,Home_INC,Away_GDP,Away_POP,Away_INC,Home_RK,Away_RK,Home_Rating,Away_Rating,Home_AverageRank,Away_AverageRank,Home_AverageRating,Away_AverageRating,Home_YearRank,Away_YearRank,Home_YearRating,Away_YearRating,Home_MatchesTotal,Away_MatchesTotal,Home_MathcesHome,Away_MathcesHome,Home_MatchesAway,Away_MatchesAway,Home_MatchesNeutral,Away_MatchesNeutral,Home_MatchesWins,Away_MatchesWins,Home_MatchesLosses,Away_MatchesLosses,Home_MatchesDraws,Away_MatchesDraws,Home_GoalsFor,Away_GoalsFor,Home_GoalsAgainst,Away_GoalsAgainst,Home_FIFA_RK,Away_FIFA_RK,Home_FIFA_PTS,Away_FIFA_PTS,Home Team Goals,Away Team Goals
131,2002,2002-06-05 18:00:00,United States,Portugal,North America,Europe,10581929774000.0,284968955.0,31718.0404793486,121604107164.997,10362722.0,9677.99889589077,30.0,4.0,1752.0,2010.0,45.0,22.0,1601.0,1753.0,-11.0,-1.0,-56.0,-8.0,418.0,387.0,216.0,183.0,158.0,162.0,44.0,42.0,142.0,166.0,180.0,135.0,96.0,86.0,528.0,594.0,675.0,524.0,13.0,5.0,690.0,726.0,3.0,2.0
132,2002,2002-06-05 20:30:00,Germany,Ireland,Europe,Europe,1945790973803.15,82349925.0,19433.52766729,109346669229.695,3866243.0,20890.310162384,11.0,12.0,1869.0,1862.0,8.0,22.0,1891.0,1602.0,0.0,6.0,-13.0,50.0,717.0,479.0,305.0,238.0,305.0,211.0,107.0,30.0,407.0,160.0,162.0,213.0,148.0,106.0,1587.0,646.0,885.0,900.0,11.0,15.0,695.0,674.0,1.0,1.0
133,2002,2002-06-06 15:30:00,Denmark,Senegal,Europe,Africa,164791442543.375,5358783.0,24788.1172236015,6507824767.06303,10036102.0,573.507846854826,14.0,58.0,1848.0,1587.0,20.0,61.0,1789.0,1552.0,10.0,27.0,71.0,128.0,636.0,411.0,286.0,147.0,289.0,162.0,61.0,102.0,286.0,162.0,233.0,135.0,117.0,114.0,1205.0,515.0,952.0,423.0,20.0,42.0,657.0,599.0,1.0,1.0
134,2002,2002-06-06 18:00:00,Cameroon,Saudi Arabia,Africa,Asia,10953485244.4239,15928910.0,542.809335172484,184137469733.333,21202646.0,7036.98433378645,39.0,41.0,1716.0,1697.0,55.0,83.0,1576.0,1450.0,-5.0,1.0,-7.0,5.0,389.0,425.0,117.0,159.0,156.0,73.0,116.0,193.0,167.0,204.0,104.0,122.0,118.0,99.0,595.0,687.0,451.0,482.0,17.0,34.0,672.0,627.0,1.0,0.0
135,2002,2002-06-06 20:30:00,France,Uruguay,Europe,South America,1377657339291.34,61357432.0,19325.1766971105,20898788416.6348,3325471.0,5577.49313701815,1.0,25.0,2112.0,1787.0,19.0,12.0,1743.0,1878.0,0.0,4.0,2.0,33.0,616.0,718.0,308.0,257.0,244.0,297.0,64.0,164.0,275.0,309.0,218.0,241.0,123.0,168.0,1098.0,1137.0,1036.0,920.0,1.0,24.0,802.0,652.0,0.0,0.0
136,2002,2002-06-07 15:30:00,Sweden,Nigeria,Europe,Africa,242395852494.409,8895960.0,22913.7663452961,74030364472.0506,125394046.0,470.873196143146,8.0,38.0,1894.0,1723.0,15.0,41.0,1791.0,1649.0,7.0,2.0,66.0,18.0,810.0,414.0,367.0,159.0,371.0,173.0,72.0,82.0,404.0,182.0,239.0,115.0,167.0,117.0,1728.0,629.0,1145.0,466.0,19.0,27.0,665.0,644.0,2.0,1.0
137,2002,2002-06-07 20:30:00,Argentina,England,South America,Europe,268696750000.0,37275644.0,5997.66877673955,1643908161796.46,59119673.0,24113.2739004505,2.0,7.0,2021.0,1932.0,5.0,4.0,1981.0,1983.0,3.0,6.0,19.0,80.0,788.0,859.0,297.0,370.0,305.0,423.0,186.0,66.0,410.0,496.0,180.0,167.0,198.0,196.0,1493.0,2091.0,866.0,890.0,3.0,12.0,784.0,694.0,0.0,1.0
138,2002,2002-06-07 18:00:00,Spain,Paraguay,Europe,South America,627830029412.205,40850412.0,13213.1230249722,8495806432.18467,5428442.0,1198.23215295718,6.0,37.0,1968.0,1724.0,8.0,21.0,1919.0,1756.0,1.0,-25.0,6.0,-140.0,463.0,510.0,218.0,143.0,186.0,234.0,59.0,133.0,241.0,190.0,105.0,197.0,117.0,123.0,882.0,706.0,476.0,772.0,8.0,18.0,713.0,671.0,3.0,1.0
139,2002,2002-06-08 15:30:00,South Africa,Slovenia,Africa,Europe,135429607036.658,45571272.0,2442.3674393268,20876309970.385,1992060.0,8430.82458664031,51.0,27.0,1632.0,1759.0,20.0,58.0,1759.0,1593.0,-4.0,24.0,-43.0,97.0,161.0,82.0,74.0,31.0,67.0,40.0,20.0,11.0,73.0,28.0,54.0,29.0,34.0,25.0,250.0,110.0,225.0,110.0,37.0,25.0,623.0,649.0,1.0,0.0
140,2002,2002-06-08 20:30:00,Brazil,China,South America,Asia,559983704094.17,177196051.0,2697.89584128276,1339395718862.89,1271850000.0,877.191661342729,18.0,36.0,1832.0,1726.0,5.0,42.0,1982.0,1591.0,-16.0,8.0,-190.0,40.0,730.0,445.0,281.0,122.0,235.0,169.0,214.0,154.0,453.0,240.0,127.0,123.0,150.0,82.0,1595.0,947.0,722.0,476.0,2.0,50.0,784.0,566.0,4.0,0.0
141,2002,2002-06-08 18:00:00,Italy,Croatia,Europe,Europe,1168023426056.38,56974100.0,17309.597465446,23273640257.1968,4299642.0,4306.93861671588,3.0,9.0,2016.0,1886.0,8.0,11.0,1909.0,1889.0,1.0,1.0,1.0,-2.0,596.0,113.0,282.0,47.0,222.0,51.0,92.0,15.0,320.0,55.0,122.0,24.0,154.0,34.0,1073.0,207.0,618.0,126.0,6.0,21.0,717.0,655.0,1.0,2.0
142,2002,2002-06-09 18:00:00,Costa Rica,Turkiye,North America,Europe,15976174336.9721,4034074.0,3547.73595905796,201751148417.102,64192243.0,2514.04566796656,26.0,24.0,1772.0,1796.0,34.0,46.0,1688.0,1565.0,31.0,5.0,167.0,42.0,414.0,371.0,158.0,173.0,139.0,174.0,117.0,24.0,209.0,121.0,116.0,167.0,89.0,83.0,858.0,467.0,473.0,619.0,29.0,22.0,643.0,654.0,1.0,1.0
143,2002,2002-06-09 20:30:00,Japan,Russian Federation,Asia,Europe,4374711694090.87,127149000.0,26400.5512251461,306602070620.5,145976482.0,1560.62524414063,13.0,15.0,1860.0,1839.0,71.0,22.0,1374.0,1731.0,8.0,-1.0,63.0,4.0,460.0,530.0,148.0,177.0,120.0,265.0,192.0,88.0,194.0,287.0,175.0,110.0,91.0,133.0,785.0,964.0,646.0,516.0,32.0,28.0,634.0,644.0,1.0,0.0
144,2002,2002-06-09 15:30:00,Mexico,Ecuador,North America,South America,756706300589.791,100298152.0,6281.00752907449,24468324000.0,12914660.0,1448.54792601764,22.0,32.0,1808.0,1734.0,21.0,78.0,1756.0,1426.0,-6.0,11.0,-17.0,44.0,592.0,309.0,207.0,103.0,183.0,116.0,202.0,90.0,291.0,76.0,157.0,152.0,144.0,81.0,1093.0,346.0,658.0,565.0,7.0,36.0,716.0,624.0,2.0,1.0
145,2002,2002-06-10 15:30:00,"Korea, Rep.",United States,Asia,North America,547658231279.87,47370164.0,9482.77951928121,10581929774000.0,284968955.0,31718.0404793486,23.0,30.0,1807.0,1752.0,36.0,45.0,1668.0,1601.0,2.0,-11.0,42.0,-56.0,686.0,418.0,190.0,216.0,174.0,158.0,322.0,44.0,393.0,142.0,131.0,180.0,162.0,96.0,1334.0,528.0,632.0,675.0,40.0,13.0,603.0,690.0,1.0,1.0
146,2002,2002-06-10 20:30:00,Portugal,Poland,Europe,Europe,121604107164.997,10362722.0,9677.99889589077,190905493539.168,38248076.0,4243.49293938445,4.0,31.0,2010.0,1750.0,22.0,29.0,1753.0,1701.0,-1.0,-4.0,-8.0,-10.0,387.0,617.0,183.0,247.0,162.0,312.0,42.0,58.0,166.0,255.0,135.0,210.0,86.0,152.0,594.0,1055.0,524.0,903.0,5.0,38.0,726.0,615.0,4.0,0.0
147,2002,2002-06-10 18:00:00,Tunisia,Belgium,Africa,Europe,22066031834.2948,9793915.0,1775.6041268181,236746141604.37,10286570.0,19518.908125774,43.0,16.0,1689.0,1835.0,51.0,23.0,1596.0,1735.0,10.0,7.0,42.0,49.0,453.0,608.0,203.0,297.0,164.0,267.0,86.0,44.0,181.0,243.0,151.0,240.0,121.0,125.0,641.0,1073.0,546.0,1077.0,31.0,23.0,635.0,653.0,1.0,1.0
148,2002,2002-06-11 15:30:00,Denmark,France,Europe,Europe,164791442543.375,5358783.0,24788.1172236015,1377657339291.34,61357432.0,19325.1766971105,14.0,1.0,1848.0,2112.0,20.0,19.0,1789.0,1743.0,10.0,0.0,71.0,2.0,636.0,616.0,286.0,308.0,289.0,244.0,61.0,64.0,286.0,275.0,233.0,218.0,117.0,123.0,1205.0,1098.0,952.0,1036.0,20.0,1.0,657.0,802.0,2.0,0.0
149,2002,2002-06-11 15:30:00,Senegal,Uruguay,Africa,South America,6507824767.06303,10036102.0,573.507846854826,20898788416.6348,3325471.0,5577.49313701815,58.0,25.0,1587.0,1787.0,61.0,12.0,1552.0,1878.0,27.0,4.0,128.0,33.0,411.0,718.0,147.0,257.0,162.0,297.0,102.0,164.0,162.0,309.0,135.0,241.0,114.0,168.0,515.0,1137.0,423.0,920.0,42.0,24.0,599.0,652.0,3.0,3.0
150,2002,2002-06-11 20:30:00,Saudi Arabia,Ireland,Asia,Europe,184137469733.333,21202646.0,7036.98433378645,109346669229.695,3866243.0,20890.310162384,41.0,12.0,1697.0,1862.0,83.0,22.0,1450.0,1602.0,1.0,6.0,5.0,50.0,425.0,479.0,159.0,238.0,73.0,211.0,193.0,30.0,204.0,160.0,122.0,213.0,99.0,106.0,687.0,646.0,482.0,900.0,34.0,15.0,627.0,674.0,0.0,3.0
151,2002,2002-06-11 20:30:00,Cameroon,Germany,Africa,Europe,10953485244.4239,15928910.0,542.809335172484,1945790973803.15,82349925.0,19433.52766729,39.0,11.0,1716.0,1869.0,55.0,8.0,1576.0,1891.0,-5.0,0.0,-7.0,-13.0,389.0,717.0,117.0,305.0,156.0,305.0,116.0,107.0,167.0,407.0,104.0,162.0,118.0,148.0,595.0,1587.0,451.0,885.0,17.0,11.0,672.0,695.0,0.0,2.0
152,2002,2002-06-12 15:30:00,Sweden,Argentina,Europe,South America,242395852494.409,8895960.0,22913.7663452961,268696750000.0,37275644.0,5997.66877673955,8.0,2.0,1894.0,2021.0,15.0,5.0,1791.0,1981.0,7.0,3.0,66.0,19.0,810.0,788.0,367.0,297.0,371.0,305.0,72.0,186.0,404.0,410.0,239.0,180.0,167.0,198.0,1728.0,1493.0,1145.0,866.0,19.0,3.0,665.0,784.0,1.0,1.0
153,2002,2002-06-12 15:30:00,Nigeria,England,Africa,Europe,74030364472.0506,125394046.0,470.873196143146,1643908161796.46,59119673.0,24113.2739004505,38.0,7.0,1723.0,1932.0,41.0,4.0,1649.0,1983.0,2.0,6.0,18.0,80.0,414.0,859.0,159.0,370.0,173.0,423.0,82.0,66.0,182.0,496.0,115.0,167.0,117.0,196.0,629.0,2091.0,466.0,890.0,27.0,12.0,644.0,694.0,0.0,0.0
154,2002,2002-06-12 20:30:00,Slovenia,Paraguay,Europe,South America,20876309970.385,1992060.0,8430.82458664031,8495806432.18467,5428442.0,1198.23215295718,27.0,37.0,1759.0,1724.0,58.0,21.0,1593.0,1756.0,24.0,-25.0,97.0,-140.0,82.0,510.0,31.0,143.0,40.0,234.0,11.0,133.0,28.0,190.0,29.0,197.0,25.0,123.0,110.0,706.0,110.0,772.0,25.0,18.0,649.0,671.0,1.0,3.0
155,2002,2002-06-12 20:30:00,South Africa,Spain,Africa,Europe,135429607036.658,45571272.0,2442.3674393268,627830029412.205,40850412.0,13213.1230249722,51.0,6.0,1632.0,1968.0,20.0,8.0,1759.0,1919.0,-4.0,1.0,-43.0,6.0,161.0,463.0,74.0,218.0,67.0,186.0,20.0,59.0,73.0,241.0,54.0,105.0,34.0,117.0,250.0,882.0,225.0,476.0,37.0,8.0,623.0,713.0,2.0,3.0
156,2002,2002-06-13 15:30:00,Costa Rica,Brazil,North America,South America,15976174336.9721,4034074.0,3547.73595905796,559983704094.17,177196051.0,2697.89584128276,26.0,18.0,1772.0,1832.0,34.0,5.0,1688.0,1982.0,31.0,-16.0,167.0,-190.0,414.0,730.0,158.0,281.0,139.0,235.0,117.0,214.0,209.0,453.0,116.0,127.0,89.0,150.0,858.0,1595.0,473.0,722.0,29.0,2.0,643.0,784.0,2.0,5.0
157,2002,2002-06-13 15:30:00,Turkiye,China,Europe,Asia,201751148417.102,64192243.0,2514.04566796656,1339395718862.89,1271850000.0,877.191661342729,24.0,36.0,1796.0,1726.0,46.0,42.0,1565.0,1591.0,5.0,8.0,42.0,40.0,371.0,445.0,173.0,122.0,174.0,169.0,24.0,154.0,121.0,240.0,167.0,123.0,83.0,82.0,467.0,947.0,619.0,476.0,22.0,50.0,654.0,566.0,3.0,0.0
158,2002,2002-06-13 20:30:00,Ecuador,Croatia,South America,Europe,24468324000.0,12914660.0,1448.54792601764,23273640257.1968,4299642.0,4306.93861671588,32.0,9.0,1734.0,1886.0,78.0,11.0,1426.0,1889.0,11.0,1.0,44.0,-2.0,309.0,113.0,103.0,47.0,116.0,51.0,90.0,15.0,76.0,55.0,152.0,24.0,81.0,34.0,346.0,207.0,565.0,126.0,36.0,21.0,624.0,655.0,1.0,0.0
159,2002,2002-06-13 20:30:00,Mexico,Italy,North America,Europe,756706300589.791,100298152.0,6281.00752907449,1168023426056.38,56974100.0,17309.597465446,22.0,3.0,1808.0,2016.0,21.0,8.0,1756.0,1909.0,-6.0,1.0,-17.0,1.0,592.0,596.0,207.0,282.0,183.0,222.0,202.0,92.0,291.0,320.0,157.0,122.0,144.0,154.0,1093.0,1073.0,658.0,618.0,7.0,6.0,716.0,717.0,1.0,1.0
160,2002,2002-06-14 15:30:00,Tunisia,Japan,Africa,Asia,22066031834.2948,9793915.0,1775.6041268181,4374711694090.87,127149000.0,26400.5512251461,43.0,13.0,1689.0,1860.0,51.0,71.0,1596.0,1374.0,10.0,8.0,42.0,63.0,453.0,460.0,203.0,148.0,164.0,120.0,86.0,192.0,181.0,194.0,151.0,175.0,121.0,91.0,641.0,785.0,546.0,646.0,31.0,32.0,635.0,634.0,0.0,2.0
161,2002,2002-06-14 20:30:00,Portugal,"Korea, Rep.",Europe,Asia,121604107164.997,10362722.0,9677.99889589077,547658231279.87,47370164.0,9482.77951928121,4.0,23.0,2010.0,1807.0,22.0,36.0,1753.0,1668.0,-1.0,2.0,-8.0,42.0,387.0,686.0,183.0,190.0,162.0,174.0,42.0,322.0,166.0,393.0,135.0,131.0,86.0,162.0,594.0,1334.0,524.0,632.0,5.0,40.0,726.0,603.0,0.0,1.0
162,2002,2002-06-14 20:30:00,Poland,United States,Europe,North America,190905493539.168,38248076.0,4243.49293938445,10581929774000.0,284968955.0,31718.0404793486,31.0,30.0,1750.0,1752.0,29.0,45.0,1701.0,1601.0,-4.0,-11.0,-10.0,-56.0,617.0,418.0,247.0,216.0,312.0,158.0,58.0,44.0,255.0,142.0,210.0,180.0,152.0,96.0,1055.0,528.0,903.0,675.0,38.0,13.0,615.0,690.0,3.0,1.0
163,2002,2002-06-14 15:30:00,Belgium,Russian Federation,Europe,Europe,236746141604.37,10286570.0,19518.908125774,306602070620.5,145976482.0,1560.62524414063,16.0,15.0,1835.0,1839.0,23.0,22.0,1735.0,1731.0,7.0,-1.0,49.0,4.0,608.0,530.0,297.0,177.0,267.0,265.0,44.0,88.0,243.0,287.0,240.0,110.0,125.0,133.0,1073.0,964.0,1077.0,516.0,23.0,28.0,653.0,644.0,3.0,2.0
164,2002,2002-06-15 20:30:00,Denmark,England,Europe,Europe,164791442543.375,5358783.0,24788.1172236015,1643908161796.46,59119673.0,24113.2739004505,14.0,7.0,1848.0,1932.0,20.0,4.0,1789.0,1983.0,10.0,6.0,71.0,80.0,636.0,859.0,286.0,370.0,289.0,423.0,61.0,66.0,286.0,496.0,233.0,167.0,117.0,196.0,1205.0,2091.0,952.0,890.0,20.0,12.0,657.0,694.0,0.0,3.0
165,2002,2002-06-15 15:30:00,Germany,Paraguay,Europe,South America,1945790973803.15,82349925.0,19433.52766729,8495806432.18467,5428442.0,1198.23215295718,11.0,37.0,1869.0,1724.0,8.0,21.0,1891.0,1756.0,0.0,-25.0,-13.0,-140.0,717.0,510.0,305.0,143.0,305.0,234.0,107.0,133.0,407.0,190.0,162.0,197.0,148.0,123.0,1587.0,706.0,885.0,772.0,11.0,18.0,695.0,671.0,1.0,0.0
166,2002,2002-06-16 20:30:00,Spain,Ireland,Europe,Europe,627830029412.205,40850412.0,13213.1230249722,109346669229.695,3866243.0,20890.310162384,6.0,12.0,1968.0,1862.0,8.0,22.0,1919.0,1602.0,1.0,6.0,6.0,50.0,463.0,479.0,218.0,238.0,186.0,211.0,59.0,30.0,241.0,160.0,105.0,213.0,117.0,106.0,882.0,646.0,476.0,900.0,8.0,15.0,713.0,674.0,1.0,1.0
167,2002,2002-06-16 15:30:00,Sweden,Senegal,Europe,Africa,242395852494.409,8895960.0,22913.7663452961,6507824767.06303,10036102.0,573.507846854826,8.0,58.0,1894.0,1587.0,15.0,61.0,1791.0,1552.0,7.0,27.0,66.0,128.0,810.0,411.0,367.0,147.0,371.0,162.0,72.0,102.0,404.0,162.0,239.0,135.0,167.0,114.0,1728.0,515.0,1145.0,423.0,19.0,42.0,665.0,599.0,1.0,2.0
168,2002,2002-06-17 20:30:00,Brazil,Belgium,South America,Europe,559983704094.17,177196051.0,2697.89584128276,236746141604.37,10286570.0,19518.908125774,18.0,16.0,1832.0,1835.0,5.0,23.0,1982.0,1735.0,-16.0,7.0,-190.0,49.0,730.0,608.0,281.0,297.0,235.0,267.0,214.0,44.0,453.0,243.0,127.0,240.0,150.0,125.0,1595.0,1073.0,722.0,1077.0,2.0,23.0,784.0,653.0,2.0,0.0
169,2002,2002-06-17 15:30:00,Mexico,United States,North America,North America,756706300589.791,100298152.0,6281.00752907449,10581929774000.0,284968955.0,31718.0404793486,22.0,30.0,1808.0,1752.0,21.0,45.0,1756.0,1601.0,-6.0,-11.0,-17.0,-56.0,592.0,418.0,207.0,216.0,183.0,158.0,202.0,44.0,291.0,142.0,157.0,180.0,144.0,96.0,1093.0,528.0,658.0,675.0,7.0,13.0,716.0,690.0,0.0,2.0
170,2002,2002-06-18 15:30:00,Japan,Turkiye,Asia,Europe,4374711694090.87,127149000.0,26400.5512251461,201751148417.102,64192243.0,2514.04566796656,13.0,24.0,1860.0,1796.0,71.0,46.0,1374.0,1565.0,8.0,5.0,63.0,42.0,460.0,371.0,148.0,173.0,120.0,174.0,192.0,24.0,194.0,121.0,175.0,167.0,91.0,83.0,785.0,467.0,646.0,619.0,32.0,22.0,634.0,654.0,0.0,1.0
171,2002,2002-06-18 20:30:00,"Korea, Rep.",Italy,Asia,Europe,547658231279.87,47370164.0,9482.77951928121,1168023426056.38,56974100.0,17309.597465446,23.0,3.0,1807.0,2016.0,36.0,8.0,1668.0,1909.0,2.0,1.0,42.0,1.0,686.0,596.0,190.0,282.0,174.0,222.0,322.0,92.0,393.0,320.0,131.0,122.0,162.0,154.0,1334.0,1073.0,632.0,618.0,40.0,6.0,603.0,717.0,2.0,1.0
172,2002,2002-06-21 15:30:00,England,Brazil,Europe,South America,1643908161796.46,59119673.0,24113.2739004505,559983704094.17,177196051.0,2697.89584128276,7.0,18.0,1932.0,1832.0,4.0,5.0,1983.0,1982.0,6.0,-16.0,80.0,-190.0,859.0,730.0,370.0,281.0,423.0,235.0,66.0,214.0,496.0,453.0,167.0,127.0,196.0,150.0,2091.0,1595.0,890.0,722.0,12.0,2.0,694.0,784.0,1.0,2.0
173,2002,2002-06-21 20:30:00,Germany,United States,Europe,North America,1945790973803.15,82349925.0,19433.52766729,10581929774000.0,284968955.0,31718.0404793486,11.0,30.0,1869.0,1752.0,8.0,45.0,1891.0,1601.0,0.0,-11.0,-13.0,-56.0,717.0,418.0,305.0,216.0,305.0,158.0,107.0,44.0,407.0,142.0,162.0,180.0,148.0,96.0,1587.0,528.0,885.0,675.0,11.0,13.0,695.0,690.0,1.0,0.0
174,2002,2002-06-22 20:30:00,Senegal,Turkiye,Africa,Europe,6507824767.06303,10036102.0,573.507846854826,201751148417.102,64192243.0,2514.04566796656,58.0,24.0,1587.0,1796.0,61.0,46.0,1552.0,1565.0,27.0,5.0,128.0,42.0,411.0,371.0,147.0,173.0,162.0,174.0,102.0,24.0,162.0,121.0,135.0,167.0,114.0,83.0,515.0,467.0,423.0,619.0,42.0,22.0,599.0,654.0,0.0,1.0
175,2002,2002-06-22 15:30:00,Spain,"Korea, Rep.",Europe,Asia,627830029412.205,40850412.0,13213.1230249722,547658231279.87,47370164.0,9482.77951928121,6.0,23.0,1968.0,1807.0,8.0,36.0,1919.0,1668.0,1.0,2.0,6.0,42.0,463.0,686.0,218.0,190.0,186.0,174.0,59.0,322.0,241.0,393.0,105.0,131.0,117.0,162.0,882.0,1334.0,476.0,632.0,8.0,40.0,713.0,603.0,0.0,0.0
176,2002,2002-06-25 20:30:00,Germany,"Korea, Rep.",Europe,Asia,1945790973803.15,82349925.0,19433.52766729,547658231279.87,47370164.0,9482.77951928121,11.0,23.0,1869.0,1807.0,8.0,36.0,1891.0,1668.0,0.0,2.0,-13.0,42.0,717.0,686.0,305.0,190.0,305.0,174.0,107.0,322.0,407.0,393.0,162.0,131.0,148.0,162.0,1587.0,1334.0,885.0,632.0,11.0,40.0,695.0,603.0,1.0,0.0
177,2002,2002-06-26 20:30:00,Brazil,Turkiye,South America,Europe,559983704094.17,177196051.0,2697.89584128276,201751148417.102,64192243.0,2514.04566796656,18.0,24.0,1832.0,1796.0,5.0,46.0,1982.0,1565.0,-16.0,5.0,-190.0,42.0,730.0,371.0,281.0,173.0,235.0,174.0,214.0,24.0,453.0,121.0,127.0,167.0,150.0,83.0,1595.0,467.0,722.0,619.0,2.0,22.0,784.0,654.0,1.0,0.0
178,2002,2002-06-29 20:00:00,"Korea, Rep.",Turkiye,Asia,Europe,547658231279.87,47370164.0,9482.77951928121,201751148417.102,64192243.0,2514.04566796656,23.0,24.0,1807.0,1796.0,36.0,46.0,1668.0,1565.0,2.0,5.0,42.0,42.0,686.0,371.0,190.0,173.0,174.0,174.0,322.0,24.0,393.0,121.0,131.0,167.0,162.0,83.0,1334.0,467.0,632.0,619.0,40.0,22.0,603.0,654.0,2.0,3.0
179,2002,2002-06-30 20:00:00,Germany,Brazil,Europe,South America,1945790973803.15,82349925.0,19433.52766729,559983704094.17,177196051.0,2697.89584128276,11.0,18.0,1869.0,1832.0,8.0,5.0,1891.0,1982.0,0.0,-16.0,-13.0,-190.0,717.0,730.0,305.0,281.0,305.0,235.0,107.0,214.0,407.0,453.0,162.0,127.0,148.0,150.0,1587.0,1595.0,885.0,722.0,11.0,2.0,695.0,784.0,0.0,2.0
180,2006,2006-06-09 18:00:00,Germany,Costa Rica,Europe,North America,2846864211175.1,82469422.0,28838.6370960828,20040642476.9817,4285504.0,4199.83425700058,11.0,34.0,1893.0,1732.0,8.0,34.0,1892.0,1690.0,0.0,4.0,10.0,42.0,777.0,483.0,333.0,175.0,328.0,163.0,116.0,145.0,439.0,238.0,176.0,142.0,162.0,103.0,1715.0,959.0,954.0,564.0,19.0,26.0,696.0,683.0,4.0,2.0
181,2006,2006-06-09 21:00:00,Poland,Ecuador,Europe,South America,306144336269.51,38165445.0,6770.63858222879,41507085000.0,13825839.0,2178.90959377885,15.0,40.0,1847.0,1713.0,29.0,75.0,1703.0,1443.0,7.0,3.0,45.0,46.0,672.0,366.0,272.0,120.0,330.0,132.0,70.0,114.0,288.0,98.0,225.0,175.0,159.0,93.0,1160.0,410.0,965.0,637.0,29.0,39.0,677.0,631.0,0.0,2.0
182,2006,2006-06-10 15:00:00,England,Paraguay,Europe,South America,2544829090909.09,60401206.0,36814.7189951065,10737500188.1123,5824095.0,1423.65389829325,5.0,26.0,1963.0,1777.0,4.0,22.0,1982.0,1757.0,-1.0,1.0,-14.0,4.0,908.0,559.0,390.0,154.0,441.0,257.0,77.0,148.0,523.0,209.0,176.0,211.0,209.0,139.0,2178.0,764.0,939.0,830.0,10.0,33.0,741.0,653.0,1.0,0.0
183,2006,2006-06-10 18:00:00,Trinidad and Tobago,Sweden,South America,Europe,15982282462.3786,1296497.0,8674.09718287933,392218088878.779,9029572.0,37182.0863604623,66.0,10.0,1578.0,1903.0,54.0,15.0,1516.0,1794.0,14.0,3.0,69.0,31.0,604.0,866.0,245.0,386.0,257.0,394.0,102.0,86.0,278.0,427.0,199.0,252.0,127.0,187.0,1050.0,1839.0,737.0,1203.0,47.0,16.0,604.0,709.0,0.0,0.0
184,2006,2006-06-10 21:00:00,Argentina,Cote d'Ivoire,South America,Africa,198737095012.282,38892924.0,3781.91553287966,24036917016.59,18354513.0,816.185233944333,8.0,43.0,1931.0,1697.0,5.0,46.0,1982.0,1626.0,-7.0,3.0,-97.0,35.0,842.0,420.0,307.0,167.0,330.0,156.0,205.0,97.0,441.0,203.0,190.0,112.0,211.0,105.0,1589.0,657.0,923.0,448.0,9.0,32.0,746.0,669.0,2.0,1.0
185,2006,2006-06-11 15:00:00,Serbia,Netherlands,Europe,Europe,27683225959.2468,7440769.0,,685348181515.953,16319868.0,34541.5927649252,24.0,2.0,1791.0,1995.0,18.0,17.0,1789.0,1819.0,4.0,5.0,19.0,54.0,641.0,648.0,226.0,311.0,316.0,264.0,99.0,73.0,305.0,312.0,200.0,193.0,136.0,143.0,1288.0,1351.0,935.0,910.0,44.0,3.0,610.0,768.0,0.0,1.0
186,2006,2006-06-11 18:00:00,Mexico,"Iran, Islamic Rep.",North America,Asia,877476221382.101,106005199.0,6532.12442712872,226452138291.542,69762345.0,2538.20114477808,18.0,23.0,1834.0,1797.0,21.0,43.0,1761.0,1629.0,-8.0,1.0,-52.0,-2.0,664.0,413.0,226.0,140.0,194.0,106.0,244.0,167.0,331.0,225.0,172.0,95.0,161.0,93.0,1227.0,795.0,714.0,346.0,4.0,23.0,758.0,686.0,3.0,1.0
187,2006,2006-06-11 21:00:00,Angola,Portugal,Africa,Europe,36970918699.2523,19433604.0,949.366900564569,197253876704.921,10503330.0,15530.379450978,70.0,9.0,1548.0,1909.0,79.0,21.0,1480.0,1761.0,1.0,0.0,6.0,6.0,228.0,438.0,91.0,215.0,115.0,177.0,22.0,46.0,90.0,194.0,65.0,144.0,73.0,100.0,282.0,699.0,243.0,568.0,57.0,7.0,581.0,750.0,0.0,1.0
188,2006,2006-06-12 15:00:00,Australia,Japan,Oceania,Asia,695075176665.163,20394800.0,26538.6876452736,4831467035389.8,127773000.0,29304.5034440641,28.0,21.0,1767.0,1812.0,34.0,69.0,1657.0,1394.0,-7.0,-5.0,-41.0,-34.0,398.0,531.0,190.0,187.0,144.0,138.0,64.0,206.0,205.0,232.0,114.0,192.0,79.0,107.0,879.0,894.0,471.0,711.0,42.0,18.0,612.0,705.0,3.0,1.0
189,2006,2006-06-12 18:00:00,United States,Czechia,North America,Europe,13039199193000.0,295516599.0,37665.6816755579,137143471328.274,10211216.0,10143.6717844523,17.0,4.0,1841.0,1966.0,44.0,11.0,1612.0,1870.0,2.0,-1.0,12.0,-18.0,488.0,660.0,262.0,267.0,175.0,322.0,51.0,71.0,185.0,321.0,194.0,192.0,109.0,147.0,650.0,1271.0,723.0,850.0,5.0,2.0,756.0,772.0,0.0,3.0
